"","WDPAID","included"
"3737",555585658,TRUE
"3738",555585912,TRUE
"3739",555585915,TRUE
"3740",555585932,TRUE
"3741",555585957,TRUE
"3742",555585991,TRUE
"3743",555585994,TRUE
"3744",555586007,TRUE
"3745",555586019,TRUE
"3746",555586027,TRUE
"3747",555586726,TRUE
"3748",555586727,TRUE
"3749",555586032,TRUE
"3750",555586735,TRUE
"3751",555586046,TRUE
"3752",555586747,TRUE
"3753",555586055,TRUE
"3754",555586061,TRUE
"3755",555586748,TRUE
"3756",555586749,TRUE
"3757",555586750,TRUE
"3758",555586751,TRUE
"3759",555586759,TRUE
"3760",555586106,TRUE
"3761",555586760,TRUE
"3762",555586766,TRUE
"3763",555586767,TRUE
"3764",555586187,TRUE
"3765",555586219,TRUE
"3766",555586233,TRUE
"3767",555586239,TRUE
"3768",555586768,TRUE
"3769",555586769,TRUE
"3770",555586242,TRUE
"3771",555586243,TRUE
"3772",555586256,TRUE
"3773",555586276,TRUE
"3774",555586770,TRUE
"3775",555586771,TRUE
"3776",555586772,TRUE
"3777",555586441,TRUE
"3778",555586442,TRUE
"3779",555586715,TRUE
"3780",555586716,TRUE
"3781",555586717,TRUE
"3782",555586718,TRUE
"3783",555586719,TRUE
"3784",555586720,TRUE
"3785",555586721,TRUE
"3786",555586722,TRUE
"3787",555586723,TRUE
"3788",555586724,TRUE
"3789",555586725,TRUE
"3790",555586728,TRUE
"3791",555586729,TRUE
"3792",555586730,TRUE
"3793",555586731,TRUE
"3794",555586733,TRUE
"3795",555586734,TRUE
"3796",555586736,TRUE
"3797",555586737,TRUE
"3798",555586738,TRUE
"3799",555586739,TRUE
"3800",555586740,TRUE
"3801",555586741,TRUE
"3802",555586742,TRUE
"3803",555586743,TRUE
"3804",555586744,TRUE
"3805",555586745,TRUE
"3806",555586746,TRUE
"3807",555586752,TRUE
"3808",555586753,TRUE
"3809",555586754,TRUE
"3810",555586755,TRUE
"3811",555586756,TRUE
"3812",555586757,TRUE
"3813",555586758,TRUE
"3814",555586762,TRUE
"3815",555586765,TRUE
"3816",555586774,TRUE
"3817",555586775,TRUE
"3818",555586784,TRUE
"3819",555586780,TRUE
"3820",555586783,TRUE
"3821",555586791,TRUE
"3822",555586792,TRUE
"3823",555586793,TRUE
"3824",555586799,TRUE
"3825",555586804,TRUE
"3826",555586808,TRUE
"3827",555586810,TRUE
"3828",555586813,TRUE
"3829",555586816,TRUE
"3830",555586817,TRUE
"3831",555586819,TRUE
"3832",555586859,TRUE
"3833",555586820,TRUE
"3834",555586821,TRUE
"3835",555586822,TRUE
"3836",555586823,TRUE
"3837",555586824,TRUE
"3838",555586826,TRUE
"3839",555586827,TRUE
"3840",555586832,TRUE
"3841",555586833,TRUE
"3842",555586834,TRUE
"3843",555586836,TRUE
"3844",555586837,TRUE
"3845",555586838,TRUE
"3846",555586843,TRUE
"3847",555586839,TRUE
"3848",555586842,TRUE
"3849",555586841,TRUE
"3850",555586862,TRUE
"3851",555586846,TRUE
"3852",555586856,TRUE
"3853",555586847,TRUE
"3854",555586848,TRUE
"3855",555586865,TRUE
"3856",555586849,TRUE
"3857",555586850,TRUE
"3858",555586851,TRUE
"3859",555586852,TRUE
"3860",555586899,TRUE
"3861",555586853,TRUE
"3862",555586858,TRUE
"3863",555586854,TRUE
"3864",555586855,TRUE
"3865",555586900,TRUE
"3866",555586861,TRUE
"3867",555586917,TRUE
"3868",555586918,TRUE
"3869",555586919,TRUE
"3870",555586863,TRUE
"3871",555586866,TRUE
"3872",555586920,TRUE
"3873",555586864,TRUE
"3874",555586867,TRUE
"3875",555586868,TRUE
"3876",555586869,TRUE
"3877",555586944,TRUE
"3878",555586876,TRUE
"3879",555586877,TRUE
"3880",555586878,TRUE
"3881",555586879,TRUE
"3882",555586874,TRUE
"3883",555586875,TRUE
"3884",555586882,TRUE
"3885",555586891,TRUE
"3886",555586892,TRUE
"3887",555586893,TRUE
"3888",555586884,TRUE
"3889",555586885,TRUE
"3890",555586888,TRUE
"3891",555586894,TRUE
"3892",555586895,TRUE
"3893",555586889,TRUE
"3894",555586896,TRUE
"3895",555586901,TRUE
"3896",555586902,TRUE
"3897",555586951,TRUE
"3898",555586908,TRUE
"3899",555586909,TRUE
"3900",555586911,TRUE
"3901",555586913,TRUE
"3902",555586915,TRUE
"3903",555586916,TRUE
"3904",555586923,TRUE
"3905",555586924,TRUE
"3906",555586925,TRUE
"3907",555586926,TRUE
"3908",555586927,TRUE
"3909",555586928,TRUE
"3910",555586929,TRUE
"3911",555586930,TRUE
"3912",555586931,TRUE
"3913",555586932,TRUE
"3914",555586933,TRUE
"3915",555586934,TRUE
"3916",555586935,TRUE
"3917",555586936,TRUE
"3918",555586937,TRUE
"3919",555586938,TRUE
"3920",555586939,TRUE
"3921",555586940,TRUE
"3922",555586941,TRUE
"3923",555586942,TRUE
"3924",555586943,TRUE
"3925",555586945,TRUE
"3926",555586946,TRUE
"3927",555586947,TRUE
"3928",555586948,TRUE
"3929",555586949,TRUE
"3930",555586950,TRUE
"3931",555586952,TRUE
"3932",555586953,TRUE
"3933",555586954,TRUE
"3934",555586955,TRUE
"3935",555586956,TRUE
"3936",555586957,TRUE
"3937",555586958,TRUE
"3938",555586959,TRUE
"3939",555586960,TRUE
"3940",555586961,TRUE
"3941",555586962,TRUE
"3942",555586971,TRUE
"3943",555586991,TRUE
"3944",555586972,TRUE
"3945",555586973,TRUE
"3946",555586974,TRUE
"3947",555586975,TRUE
"3948",555586976,TRUE
"3949",555586977,TRUE
"3950",555586988,TRUE
"3951",555586989,TRUE
"3952",555586994,TRUE
"3953",555586995,TRUE
"3954",555586996,TRUE
"3955",555586997,TRUE
"3956",555586999,TRUE
"3957",555587000,TRUE
"3958",555587003,TRUE
"3959",555587001,TRUE
"3960",555587004,TRUE
"3961",555587006,TRUE
"3962",555587007,TRUE
"3963",555587009,TRUE
"3964",555587008,TRUE
"3965",555587010,TRUE
"3966",555587011,TRUE
"3967",555587013,TRUE
"3968",555587014,TRUE
"3969",555587015,TRUE
"3970",555587017,TRUE
"3971",555587018,TRUE
"3972",555587021,TRUE
"3973",555587022,TRUE
"3974",555587020,TRUE
"3975",555602185,TRUE
"3976",555602257,TRUE
"3977",555602241,TRUE
"3978",555602373,TRUE
"3979",555602409,TRUE
"3980",555602494,TRUE
"3981",555602453,TRUE
"3982",555602598,TRUE
"3983",555602602,TRUE
"3984",555602611,TRUE
"3985",555602816,TRUE
"3986",555602825,TRUE
"3987",555602838,TRUE
"3988",555602941,TRUE
"3989",555603256,TRUE
"3990",555603316,TRUE
"3991",555603317,TRUE
"3992",555603421,TRUE
"3993",555603791,TRUE
"3994",555603790,TRUE
"3995",555603855,TRUE
"3996",555603998,TRUE
"3997",555604042,TRUE
"3998",555604053,TRUE
"3999",555604074,TRUE
"4000",555604195,TRUE
"4001",555604327,TRUE
"4002",555604396,TRUE
"4003",555605074,TRUE
"4004",555605195,TRUE
"4005",555605288,TRUE
"4006",555605308,TRUE
"4007",555605379,TRUE
"4008",555605413,TRUE
"4009",555605588,TRUE
"4010",555605618,TRUE
"4011",555605616,TRUE
"4012",555605965,TRUE
"4013",555605980,TRUE
"4014",555606057,TRUE
"4015",555606109,TRUE
"4016",555606288,TRUE
"4017",555606289,TRUE
"4018",555606302,TRUE
"4019",555606318,TRUE
"4020",555606368,TRUE
"4021",555606439,TRUE
"4022",555606483,TRUE
"4023",555606485,TRUE
"4024",555606600,TRUE
"4025",555606622,TRUE
"4026",555606657,TRUE
"4027",555606721,TRUE
"4028",555606703,TRUE
"4029",555606726,TRUE
"4030",555606719,TRUE
"4031",555606724,TRUE
"4032",555606725,TRUE
"4033",555606738,TRUE
"4034",555606750,TRUE
"4035",555607020,TRUE
"4036",555607028,TRUE
"4037",555607092,TRUE
"4038",555607127,TRUE
"4039",555607145,TRUE
"4040",555607189,TRUE
"4041",555607476,TRUE
"4042",555607478,TRUE
"4043",555607556,TRUE
"4044",555607662,TRUE
"4045",555607669,TRUE
"4046",555607798,TRUE
"4047",555607799,TRUE
"4048",555607932,TRUE
"4049",555607935,TRUE
"4050",555608046,TRUE
"4051",555608047,TRUE
"4052",555608051,TRUE
"4053",555608080,TRUE
"4054",555608129,TRUE
"4055",555608153,TRUE
"4056",555608150,TRUE
"4057",555608190,TRUE
"4058",555608192,TRUE
"4059",555608203,TRUE
"4060",555608244,TRUE
"4061",555608305,TRUE
"4062",555608464,TRUE
"4063",555608513,TRUE
"4064",555608590,TRUE
"4065",555608554,TRUE
"4066",555608555,TRUE
"4067",555608556,TRUE
"4068",555608687,TRUE
"4069",555608693,TRUE
"4070",555608694,TRUE
"4071",555608793,TRUE
"4072",555609339,TRUE
"4073",555608928,TRUE
"4074",555608929,TRUE
"4075",555608930,TRUE
"4076",555608956,TRUE
"4077",555608957,TRUE
"4078",555608986,TRUE
"4079",555609093,TRUE
"4080",555609504,TRUE
"4081",555609165,TRUE
"4082",555609432,TRUE
"4083",555609536,TRUE
"4084",555609592,TRUE
"4085",555609593,TRUE
"4086",555609634,TRUE
"4087",555609640,TRUE
"4088",555609656,TRUE
"4089",555609649,TRUE
"4090",555609773,TRUE
"4091",555609820,TRUE
"4092",555609834,TRUE
"4093",555609840,TRUE
"4094",555609841,TRUE
"4095",555609852,TRUE
"4096",555609890,TRUE
"4097",555609933,TRUE
"4098",555609934,TRUE
"4099",555609935,TRUE
"4100",555609975,TRUE
"4101",555610000,TRUE
"4102",555610078,TRUE
"4103",555610041,TRUE
"4104",555610082,TRUE
"4105",555610094,TRUE
"4106",555610175,TRUE
"4107",555610191,TRUE
"4108",555610373,TRUE
"4109",555610394,TRUE
"4110",555610395,TRUE
"4111",555610592,TRUE
"4112",555610602,TRUE
"4113",555610688,TRUE
"4114",555610705,TRUE
"4115",555611108,TRUE
"4116",555611459,TRUE
"4117",555611605,TRUE
"4118",555611604,TRUE
"4119",555611608,TRUE
"4120",555611614,TRUE
"4121",555611619,TRUE
"4122",555611769,TRUE
"4123",555611993,TRUE
"4124",555611864,TRUE
"4125",555611916,TRUE
"4126",555612250,TRUE
"4127",555612295,TRUE
"4128",303058,TRUE
"4129",303032,TRUE
"4130",303079,TRUE
"4131",303035,TRUE
"4132",555624421,TRUE
"4133",303050,TRUE
"4134",303049,TRUE
"4135",555624393,TRUE
"4136",555624396,TRUE
"4137",555624426,TRUE
"4138",14227,TRUE
"4139",31308,TRUE
"4140",555614449,TRUE
"4141",555614432,TRUE
"4142",2898,TRUE
"4143",555624301,TRUE
"4144",555624225,TRUE
"4145",555512001,TRUE
"4146",555624226,TRUE
"4147",555624227,TRUE
"4148",555624228,TRUE
"4149",2012,TRUE
"4150",26480,TRUE
"4151",31478,TRUE
"4152",31466,TRUE
"4153",31465,TRUE
"4154",31464,TRUE
"4155",26479,TRUE
"4156",26478,TRUE
"4157",555576493,TRUE
"4158",26469,TRUE
"4159",26470,TRUE
"4160",26468,TRUE
"4161",26477,TRUE
"4162",26482,TRUE
"4163",26481,TRUE
"4164",14881,TRUE
"4165",26473,TRUE
"4166",555576492,TRUE
"4167",555576498,TRUE
"4168",555576505,TRUE
"4169",555576499,TRUE
"4170",26472,TRUE
"4171",26475,TRUE
"4172",555576490,TRUE
"4173",555624230,TRUE
"4174",68319,TRUE
"4175",308,TRUE
"4176",311,TRUE
"4177",340,TRUE
"4178",2245,TRUE
"4179",331,TRUE
"4180",324,TRUE
"4181",336,TRUE
"4182",2246,TRUE
"4183",2247,TRUE
"4184",30028,TRUE
"4185",14221,TRUE
"4186",14217,TRUE
"4187",81,TRUE
"4188",32645,TRUE
"4189",14212,TRUE
"4190",14213,TRUE
"4191",14215,TRUE
"4192",14222,TRUE
"4193",29680,TRUE
"4194",80,TRUE
"4195",12902,TRUE
"4196",14551,TRUE
"4197",12839,TRUE
"4198",14219,TRUE
"4199",12840,TRUE
"4200",12837,TRUE
"4201",14214,TRUE
"4202",14076,TRUE
"4203",14078,TRUE
"4204",12841,TRUE
"4205",78,TRUE
"4206",14210,TRUE
"4207",555624387,TRUE
"4208",555624388,TRUE
"4209",555624390,TRUE
"4210",555624391,TRUE
"4211",555624392,TRUE
"4212",555624398,TRUE
"4213",555624399,TRUE
"4214",555624403,TRUE
"4215",555624411,TRUE
"4216",555624414,TRUE
"4217",555624415,TRUE
"4218",555624417,TRUE
"4219",555624427,TRUE
"4220",555624428,TRUE
"4221",555624429,TRUE
"4222",555624434,TRUE
"4223",555624400,TRUE
"4224",555624397,TRUE
"4225",555624402,TRUE
"4226",555624404,TRUE
"4227",555624405,TRUE
"4228",555624410,TRUE
"4229",555624422,TRUE
"4230",555624425,TRUE
"4231",555624432,TRUE
"4232",555624435,TRUE
"4233",555624436,TRUE
"4234",555624394,TRUE
"4235",555624406,TRUE
"4236",555624418,TRUE
"4237",555624423,TRUE
"4238",555624430,TRUE
"4239",555624433,TRUE
"4240",555624437,TRUE
"4241",555624407,TRUE
"4242",555624412,TRUE
"4243",555624431,TRUE
"4244",555624413,TRUE
"4245",342,TRUE
"4246",1047,TRUE
"4247",301922,TRUE
"4248",555584361,TRUE
"4249",555556141,TRUE
"4250",555584363,TRUE
"4251",555584371,TRUE
"4252",555584378,TRUE
"4253",555584367,TRUE
"4254",555584369,TRUE
"4255",555584372,TRUE
"4256",555584373,TRUE
"4257",555584790,TRUE
"4258",555586418,TRUE
"4259",555586712,TRUE
"4260",555586828,TRUE
"4261",555586835,TRUE
"4262",10341,TRUE
"4263",10339,TRUE
"4264",303070,TRUE
"4265",303071,TRUE
"4266",303074,TRUE
"4267",303019,TRUE
"4268",303038,TRUE
"4269",303075,TRUE
"4270",303087,TRUE
"4271",303084,TRUE
"4272",303076,TRUE
"4273",303077,TRUE
"4274",303085,TRUE
"4275",303088,TRUE
"4276",303052,TRUE
"4277",303093,TRUE
"4278",7877,TRUE
"4279",303036,TRUE
"4280",555594122,TRUE
"4281",10376,TRUE
"4282",40988,TRUE
"4283",10340,TRUE
"4284",303051,TRUE
"4285",555594121,TRUE
"4286",303082,TRUE
"4287",61551,TRUE
"4288",303020,TRUE
"4289",10111,TRUE
"4290",303078,TRUE
"4291",303048,TRUE
"4292",478276,TRUE
"4293",478277,TRUE
"4294",478282,TRUE
"4295",478284,TRUE
"4296",900889,TRUE
"4297",478286,TRUE
"4298",478151,TRUE
"4299",145499,TRUE
"4300",305082,TRUE
"4301",10539,TRUE
"4302",15773,TRUE
"4303",15775,TRUE
"4304",903138,TRUE
"4305",555624182,TRUE
"4306",198336,TRUE
"4307",900673,TRUE
"4308",900674,TRUE
"4309",900676,TRUE
"4310",900682,TRUE
"4311",902689,TRUE
"4312",555558392,TRUE
"4313",900685,TRUE
"4314",900686,TRUE
"4315",67737,TRUE
"4316",555629458,TRUE
"4317",478077,TRUE
"4318",555629480,TRUE
"4319",478100,TRUE
"4320",6674,TRUE
"4321",317212,TRUE
"4322",478102,TRUE
"4323",317213,TRUE
"4324",478122,TRUE
"4325",555629492,TRUE
"4326",478103,TRUE
"4327",555629462,TRUE
"4328",555629463,TRUE
"4329",555629468,TRUE
"4330",555629466,TRUE
"4331",478123,TRUE
"4332",478070,TRUE
"4333",555629467,TRUE
"4334",6673,TRUE
"4335",180,TRUE
"4336",478082,TRUE
"4337",555629451,TRUE
"4338",555629450,TRUE
"4339",555629501,TRUE
"4340",555629490,TRUE
"4341",478087,TRUE
"4342",555629465,TRUE
"4343",555629464,TRUE
"4344",555629474,TRUE
"4345",478098,TRUE
"4346",317300,TRUE
"4347",478092,TRUE
"4348",792,TRUE
"4349",793,TRUE
"4350",478071,TRUE
"4351",555629499,TRUE
"4352",555629477,TRUE
"4353",789,TRUE
"4354",3390,TRUE
"4355",3443,TRUE
"4356",3454,TRUE
"4357",9786,TRUE
"4358",9817,TRUE
"4359",9821,TRUE
"4360",9862,TRUE
"4361",9870,TRUE
"4362",198382,TRUE
"4363",198383,TRUE
"4364",10028,TRUE
"4365",10072,TRUE
"4366",198394,TRUE
"4367",14538,TRUE
"4368",18306,TRUE
"4369",19593,TRUE
"4370",19595,TRUE
"4371",19647,TRUE
"4372",19648,TRUE
"4373",198395,TRUE
"4374",198399,TRUE
"4375",198401,TRUE
"4376",198402,TRUE
"4377",198406,TRUE
"4378",198407,TRUE
"4379",198413,TRUE
"4380",8802,TRUE
"4381",9820,TRUE
"4382",71271,TRUE
"4383",198381,TRUE
"4384",198384,TRUE
"4385",301880,TRUE
"4386",555629251,TRUE
"4387",555635841,TRUE
"4388",555635840,TRUE
"4389",555635839,TRUE
"4390",555635838,TRUE
"4391",555635837,TRUE
"4392",18307,TRUE
"4393",95385,TRUE
"4394",555629252,TRUE
"4395",109032,TRUE
"4396",555623675,TRUE
"4397",555623676,TRUE
"4398",555623677,TRUE
"4399",555623678,TRUE
"4400",555623697,TRUE
"4401",555623698,TRUE
"4402",68148,TRUE
"4403",68149,TRUE
"4404",95372,TRUE
"4405",95394,TRUE
"4406",95395,TRUE
"4407",95393,TRUE
"4408",103550,TRUE
"4409",902356,TRUE
"4410",317199,TRUE
"4411",12564,TRUE
"4412",555511967,TRUE
"4413",555635934,TRUE
"4414",12422,TRUE
"4415",555511988,TRUE
"4416",555587242,TRUE
"4417",555587244,TRUE
"4418",902396,TRUE
"4419",555511987,TRUE
"4420",902395,TRUE
"4421",8613,TRUE
"4422",555629254,TRUE
"4423",198322,TRUE
"4424",555542446,TRUE
"4425",902397,TRUE
"4426",555622073,TRUE
"4427",555622074,TRUE
"4428",555624320,TRUE
"4429",555587240,TRUE
"4430",902899,TRUE
"4431",555624229,TRUE
"4432",555622075,TRUE
"4433",555511986,TRUE
"4434",17360,TRUE
"4435",312886,TRUE
"4436",555542441,TRUE
"4437",555622076,TRUE
"4438",555511984,TRUE
"4439",555558373,TRUE
"4440",555622078,TRUE
"4441",555622079,TRUE
"4442",555511998,TRUE
"4443",555622081,TRUE
"4444",555624691,TRUE
"4445",555625658,TRUE
"4446",29807,TRUE
"4447",10708,TRUE
"4448",191,TRUE
"4449",900687,TRUE
"4450",555587214,TRUE
"4451",555587224,TRUE
"4452",555587225,TRUE
"4453",555587226,TRUE
"4454",555587230,TRUE
"4455",555637324,TRUE
"4456",555511958,TRUE
"4457",555511959,TRUE
"4458",555512132,TRUE
"4459",555637321,TRUE
"4460",555637327,TRUE
"4461",900586,TRUE
"4462",555511961,TRUE
"4463",555624325,TRUE
"4464",315089,TRUE
"4465",8121,TRUE
"4466",555511980,TRUE
"4467",555624329,TRUE
"4468",555624330,TRUE
"4469",315082,TRUE
"4470",555624332,TRUE
"4471",555637328,TRUE
"4472",555637328,TRUE
"4473",555624319,TRUE
"4474",555624321,TRUE
"4475",555637329,TRUE
"4476",555637331,TRUE
"4477",555635851,TRUE
"4478",555635846,TRUE
"4479",555635855,TRUE
"4480",555511989,TRUE
"4481",555635876,TRUE
"4482",555511994,TRUE
"4483",62536,TRUE
"4484",555622115,TRUE
"4485",555635935,TRUE
"4486",555571302,TRUE
"4487",555637361,TRUE
"4488",555637362,TRUE
"4489",8970,TRUE
"4490",4720,TRUE
"4491",8632,TRUE
"4492",317275,TRUE
"4493",10289,TRUE
"4494",1273,TRUE
"4495",17867,TRUE
"4496",555571188,TRUE
"4497",8648,TRUE
"4498",555637363,TRUE
"4499",8537,TRUE
"4500",555637364,TRUE
"4501",8745,TRUE
"4502",8943,TRUE
"4503",555587234,TRUE
"4504",555637365,TRUE
"4505",8629,TRUE
"4506",555637366,TRUE
"4507",555571307,TRUE
"4508",4721,TRUE
"4509",8071,TRUE
"4510",555571305,TRUE
"4511",20970,TRUE
"4512",555571290,TRUE
"4513",555637367,TRUE
"4514",8704,TRUE
"4515",555637368,TRUE
"4516",555571229,TRUE
"4517",20419,TRUE
"4518",555571287,TRUE
"4519",555637369,TRUE
"4520",555571244,TRUE
"4521",11886,TRUE
"4522",8769,TRUE
"4523",555637370,TRUE
"4524",62552,TRUE
"4525",555511951,TRUE
"4526",1937,TRUE
"4527",8839,TRUE
"4528",1939,TRUE
"4529",30012,TRUE
"4530",8520,TRUE
"4531",1900,TRUE
"4532",555571306,TRUE
"4533",1908,TRUE
"4534",198429,TRUE
"4535",11879,TRUE
"4536",8714,TRUE
"4537",8988,TRUE
"4538",62559,TRUE
"4539",555571236,TRUE
"4540",1495,TRUE
"4541",30000,TRUE
"4542",1268,TRUE
"4543",1967,TRUE
"4544",4993,TRUE
"4545",20429,TRUE
"4546",1968,TRUE
"4547",8871,TRUE
"4548",8102,TRUE
"4549",2349,TRUE
"4550",198427,TRUE
"4551",62584,TRUE
"4552",8773,TRUE
"4553",101803,TRUE
"4554",8885,TRUE
"4555",20420,TRUE
"4556",8072,TRUE
"4557",8784,TRUE
"4558",198424,TRUE
"4559",62586,TRUE
"4560",555571198,TRUE
"4561",8876,TRUE
"4562",555571300,TRUE
"4563",26496,TRUE
"4564",62488,TRUE
"4565",17994,TRUE
"4566",555571303,TRUE
"4567",62589,TRUE
"4568",354070,TRUE
"4569",8783,TRUE
"4570",317269,TRUE
"4571",101798,TRUE
"4572",8907,TRUE
"4573",555571273,TRUE
"4574",8770,TRUE
"4575",8720,TRUE
"4576",101808,TRUE
"4577",17842,TRUE
"4578",555571308,TRUE
"4579",555635915,TRUE
"4580",555635917,TRUE
"4581",555511991,TRUE
"4582",555635932,TRUE
"4583",62418,TRUE
"4584",555511956,TRUE
"4585",555635914,TRUE
"4586",555635921,TRUE
"4587",555635922,TRUE
"4588",555635923,TRUE
"4589",555511970,TRUE
"4590",555635924,TRUE
"4591",555635925,TRUE
"4592",555635926,TRUE
"4593",555635927,TRUE
"4594",555587241,TRUE
"4595",555511968,TRUE
"4596",555542491,TRUE
"4597",198425,TRUE
"4598",198430,TRUE
"4599",8774,TRUE
"4600",62568,TRUE
"4601",555511981,TRUE
"4602",555587229,TRUE
"4603",555587228,TRUE
"4604",555587227,TRUE
"4605",555587232,TRUE
"4606",555587233,TRUE
"4607",555587235,TRUE
"4608",555587237,TRUE
"4609",67726,TRUE
"4610",555587238,TRUE
"4611",555542494,TRUE
"4612",555511965,TRUE
"4613",555511972,TRUE
"4614",555511990,TRUE
"4615",555587223,TRUE
"4616",555511974,TRUE
"4617",555511975,TRUE
"4618",555511978,TRUE
"4619",555511979,TRUE
"4620",555511985,TRUE
"4621",555587246,TRUE
"4622",555511973,TRUE
"4623",555587231,TRUE
"4624",555511982,TRUE
"4625",555542492,TRUE
"4626",11883,TRUE
"4627",555511977,TRUE
"4628",2102,TRUE
"4629",67725,TRUE
"4630",17838,TRUE
"4631",8775,TRUE
"4632",8743,TRUE
"4633",8957,TRUE
"4634",555542493,TRUE
"4635",555587216,TRUE
"4636",11887,TRUE
"4637",555558350,TRUE
"4638",317202,TRUE
"4639",555571293,TRUE
"4640",555587236,TRUE
"4641",317270,TRUE
"4642",354071,TRUE
"4643",8887,TRUE
"4644",8890,TRUE
"4645",555587239,TRUE
"4646",11875,TRUE
"4647",101486,TRUE
"4648",20432,TRUE
"4649",555587243,TRUE
"4650",8906,TRUE
"4651",12871,TRUE
"4652",303689,TRUE
"4653",555587245,TRUE
"4654",555511996,TRUE
"4655",555511976,TRUE
"4656",555542495,TRUE
"4657",555511992,TRUE
"4658",555587247,TRUE
"4659",555511964,TRUE
"4660",16899,TRUE
"4661",555587168,TRUE
"4662",555637432,TRUE
"4663",300054,TRUE
"4664",555558360,TRUE
"4665",555558341,TRUE
"4666",32516,TRUE
"4667",16901,TRUE
"4668",555558342,TRUE
"4669",555558343,TRUE
"4670",19612,TRUE
"4671",19603,TRUE
"4672",16900,TRUE
"4673",555558349,TRUE
"4674",555558356,TRUE
"4675",555558354,TRUE
"4676",555558353,TRUE
"4677",555587142,TRUE
"4678",3371,TRUE
"4679",555558344,TRUE
"4680",20190,TRUE
"4681",16882,TRUE
"4682",30844,TRUE
"4683",16880,TRUE
"4684",97481,TRUE
"4685",555558364,TRUE
"4686",300049,TRUE
"4687",902401,TRUE
"4688",95315,TRUE
"4689",555622088,TRUE
"4690",555622095,TRUE
"4691",555543788,TRUE
"4692",555622096,TRUE
"4693",555622097,TRUE
"4694",555622100,TRUE
"4695",555622104,TRUE
"4696",555622105,TRUE
"4697",555622106,TRUE
"4698",555622107,TRUE
"4699",555637442,TRUE
"4700",555637439,TRUE
"4701",555543790,TRUE
"4702",30042,TRUE
"4703",902496,TRUE
"4704",121,TRUE
"4705",9427,TRUE
"4706",9431,TRUE
"4707",99,TRUE
"4708",20053,TRUE
"4709",317183,TRUE
"4710",97,TRUE
"4711",92,TRUE
"4712",9452,TRUE
"4713",30044,TRUE
"4714",555543765,TRUE
"4715",555543767,TRUE
"4716",555543769,TRUE
"4717",555543782,TRUE
"4718",555543785,TRUE
"4719",555624168,TRUE
"4720",317329,TRUE
"4721",555543803,TRUE
"4722",555543805,TRUE
"4723",317322,TRUE
"4724",555543807,TRUE
"4725",555543809,TRUE
"4726",555637958,TRUE
"4727",555543801,TRUE
"4728",555543802,TRUE
"4729",555543711,TRUE
"4730",555543712,TRUE
"4731",555637957,TRUE
"4732",555624169,TRUE
"4733",555624170,TRUE
"4734",555626056,TRUE
"4735",555626058,TRUE
"4736",555626059,TRUE
"4737",555626061,TRUE
"4738",555626063,TRUE
"4739",555543799,TRUE
"4740",555637336,TRUE
"4741",902393,TRUE
"4742",555566992,TRUE
"4743",555566992,TRUE
"4744",23124,TRUE
"4745",23124,TRUE
"4746",555566997,TRUE
"4747",555566998,TRUE
"4748",555566998,TRUE
"4749",555566999,TRUE
"4750",555566999,TRUE
"4751",555643079,TRUE
"4752",555643101,TRUE
"4753",555643102,TRUE
"4754",555643095,TRUE
"4755",555643096,TRUE
"4756",555643097,TRUE
"4757",555643098,TRUE
"4758",555643099,TRUE
"4759",555643100,TRUE
"4760",306289,TRUE
"4761",555643103,TRUE
"4762",555643104,TRUE
"4763",555643108,TRUE
"4764",555643105,TRUE
"4765",555643106,TRUE
"4766",555643107,TRUE
"4767",555643109,TRUE
"4768",555643115,TRUE
"4769",555527740,TRUE
"4770",555643118,TRUE
"4771",555643119,TRUE
"4772",555643120,TRUE
"4773",555643121,TRUE
"4774",555643122,TRUE
"4775",555643139,TRUE
"4776",555643140,TRUE
"4777",555643141,TRUE
"4778",555643142,TRUE
"4779",555643149,TRUE
"4780",555643150,TRUE
"4781",555539863,TRUE
"4782",555637979,TRUE
"4783",555578599,TRUE
"4784",555578638,TRUE
"4785",555578643,TRUE
"4786",555578603,TRUE
"4787",555578607,TRUE
"4788",555578661,TRUE
"4789",555578595,TRUE
"4790",555578667,TRUE
"4791",555637996,TRUE
"4792",555637967,TRUE
"4793",555637972,TRUE
"4794",555578598,TRUE
"4795",555577752,TRUE
"4796",555578581,TRUE
"4797",555578655,TRUE
"4798",555537057,TRUE
"4799",555578665,TRUE
"4800",555578810,TRUE
"4801",555637982,TRUE
"4802",555637978,TRUE
"4803",555637984,TRUE
"4804",555637983,TRUE
"4805",555567074,TRUE
"4806",555637970,TRUE
"4807",555637980,TRUE
"4808",555637988,TRUE
"4809",555637969,TRUE
"4810",555637993,TRUE
"4811",555637986,TRUE
"4812",555637971,TRUE
"4813",555637966,TRUE
"4814",555637981,TRUE
"4815",555637997,TRUE
"4816",66703,TRUE
"4817",555638009,TRUE
"4818",555638018,TRUE
"4819",555638019,TRUE
"4820",555577748,TRUE
"4821",555578619,TRUE
"4822",306350,TRUE
"4823",308442,TRUE
"4824",306479,TRUE
"4825",555578727,TRUE
"4826",555578726,TRUE
"4827",555578812,TRUE
"4828",555567073,TRUE
"4829",555567071,TRUE
"4830",555567062,TRUE
"4831",555578615,TRUE
"4832",555539208,TRUE
"4833",555516616,TRUE
"4834",555567200,TRUE
"4835",555567262,TRUE
"4836",555567211,TRUE
"4837",555567153,TRUE
"4838",555537103,TRUE
